yearday,computer time,CTD depth,cond,density,salinity,CTD temp,ECO Chlor,ECO NTU,G2 Biolume,G2 flow,G2 depth,G3 biolume,G3 flow,ctrl depth,Xmiss,LSS,cable,UBAT bio,UBAT flow,G3 net, UBAT net, WinchV,oxygen, saturation,OXO temp.
231,3:08:43 PM,10.05,4.094,24.857,33.423,14.743,1.369,1.702,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.783,1.620,15.65,0.000E+0,0,0.0,0.0,50.00,191.74,75.40,15.22
231,3:08:45 PM,9.94,4.094,24.846,33.411,14.751,1.392,1.555,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.785,1.617,15.65,0.000E+0,0,0.0,0.0,50.00,190.30,74.83,15.21
231,3:08:46 PM,9.81,4.094,24.839,33.406,14.761,1.404,1.574,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.615,15.65,0.000E+0,0,0.0,0.0,50.00,188.72,74.19,15.21
231,3:08:46 PM,9.81,4.094,24.839,33.406,14.761,1.404,1.574,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.615,15.65,0.000E+0,0,0.0,0.0,50.00,188.72,74.19,15.21
231,3:08:47 PM,9.81,4.094,24.839,33.406,14.761,1.666,1.446,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.784,1.613,15.62,0.000E+0,0,0.0,0.0,50.00,188.72,74.19,15.21
231,3:08:48 PM,9.73,4.097,24.852,33.424,14.765,1.488,1.555,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.785,1.612,15.58,0.000E+0,0,0.0,0.0,50.00,187.26,73.61,15.20
231,3:08:49 PM,9.73,4.097,24.852,33.424,14.765,1.440,1.677,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.610,15.54,0.000E+0,0,0.0,0.0,50.00,187.26,73.61,15.20
231,3:08:50 PM,9.65,4.098,24.862,33.437,14.767,1.476,1.414,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.609,15.51,0.000E+0,0,0.0,0.0,50.00,185.70,72.99,15.19
231,3:08:51 PM,9.63,4.098,24.859,33.434,14.767,1.428,1.446,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.607,15.47,0.000E+0,0,0.0,0.0,50.00,185.70,72.99,15.19
231,3:08:52 PM,9.64,4.098,24.854,33.429,14.771,1.345,1.389,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.606,15.43,0.000E+0,0,0.0,0.0,50.00,184.35,72.46,15.19
231,3:08:53 PM,9.66,4.098,24.851,33.426,14.777,1.369,1.376,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.786,1.604,15.38,0.000E+0,0,0.0,0.0,50.00,184.35,72.46,15.19
231,3:08:54 PM,9.65,4.098,24.847,33.424,14.783,1.523,1.440,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.603,15.36,0.000E+0,0,0.0,0.0,50.00,183.22,72.01,15.19
231,3:08:55 PM,9.65,4.098,24.847,33.424,14.783,1.523,1.440,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.602,15.21,0.000E+0,0,0.0,0.0,50.00,183.22,72.01,15.19
231,3:08:56 PM,9.58,4.097,24.836,33.410,14.786,1.488,1.523,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.601,15.20,0.000E+0,0,0.0,0.0,50.00,182.59,71.76,15.19
231,3:08:57 PM,9.35,4.100,24.847,33.429,14.797,1.392,1.350,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.782,1.599,15.18,0.000E+0,0,0.0,0.0,50.00,181.70,71.40,15.18
231,3:08:58 PM,9.35,4.100,24.847,33.429,14.797,1.488,1.254,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.598,15.11,0.000E+0,0,0.0,0.0,50.00,181.70,71.40,15.18
231,3:08:59 PM,9.24,4.101,24.838,33.423,14.817,1.452,1.485,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.597,15.09,0.000E+0,0,0.0,0.0,50.00,180.78,71.05,15.19
231,3:09:00 PM,9.24,4.101,24.838,33.423,14.817,1.476,1.376,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.595,15.09,0.000E+0,0,0.0,0.0,50.00,180.78,71.05,15.19
231,3:09:01 PM,9.24,4.101,24.838,33.423,14.817,1.571,1.357,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.594,15.01,0.000E+0,0,0.0,0.0,50.00,180.06,70.77,15.19
231,3:09:02 PM,9.24,4.101,24.824,33.408,14.826,1.607,1.402,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.593,15.01,0.000E+0,0,0.0,0.0,50.00,180.06,70.77,15.19
231,3:09:03 PM,9.20,4.100,24.816,33.398,14.829,1.511,1.338,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.592,14.94,0.000E+0,0,0.0,0.0,50.00,179.36,70.49,15.19
231,3:09:04 PM,9.20,4.100,24.816,33.398,14.829,1.440,1.325,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.590,14.94,0.000E+0,0,0.0,0.0,50.00,179.36,70.49,15.19
231,3:09:05 PM,9.15,4.102,24.831,33.417,14.826,1.440,1.325,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.786,1.589,14.87,0.000E+0,0,0.0,0.0,50.00,178.68,70.22,15.18
231,3:09:06 PM,9.10,4.104,24.843,33.434,14.827,1.523,1.274,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.588,14.87,0.000E+0,0,0.0,0.0,50.00,178.68,70.22,15.18
231,3:09:07 PM,9.10,4.104,24.843,33.434,14.827,1.464,1.229,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.586,14.85,0.000E+0,0,0.0,0.0,50.00,178.43,70.12,15.18
231,3:09:08 PM,9.06,4.105,24.849,33.442,14.830,1.499,1.235,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.585,14.83,0.000E+0,0,0.0,0.0,50.00,177.81,69.87,15.18
231,3:09:09 PM,9.04,4.110,24.880,33.483,14.834,1.499,1.242,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.584,14.78,0.000E+0,0,0.0,0.0,50.00,177.81,69.87,15.18
231,3:09:10 PM,8.98,4.110,24.881,33.486,14.837,1.511,1.165,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.583,14.76,0.000E+0,0,0.0,0.0,50.00,177.25,69.65,15.18
231,3:09:11 PM,8.89,4.108,24.856,33.456,14.845,1.559,1.146,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.582,14.70,0.000E+0,0,0.0,0.0,50.00,177.25,69.65,15.18
231,3:09:13 PM,8.81,4.107,24.833,33.431,14.861,1.559,1.242,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.581,14.67,0.000E+0,0,0.0,0.0,50.00,176.57,69.38,15.18
231,3:09:14 PM,8.81,4.107,24.833,33.431,14.861,1.440,1.267,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.579,14.63,0.000E+0,0,0.0,0.0,50.00,176.57,69.38,15.18
231,3:09:15 PM,8.72,4.109,24.814,33.418,14.899,1.464,1.242,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.578,14.59,0.000E+0,0,0.0,0.0,50.00,176.04,69.17,15.18
231,3:09:16 PM,8.72,4.109,24.814,33.418,14.899,1.511,1.306,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.577,14.56,0.000E+0,0,0.0,0.0,50.00,176.04,69.17,15.18
231,3:09:17 PM,8.68,4.110,24.834,33.442,14.889,1.595,1.216,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.576,14.52,0.000E+0,0,0.0,0.0,50.00,175.59,68.99,15.18
231,3:09:18 PM,8.66,4.111,24.837,33.446,14.890,1.785,1.299,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.575,14.48,0.000E+0,0,0.0,0.0,50.00,175.29,68.88,15.18
231,3:09:19 PM,8.65,4.112,24.836,33.447,14.900,1.654,1.222,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.574,14.45,0.000E+0,0,0.0,0.0,50.00,174.73,68.66,15.18
231,3:09:20 PM,8.65,4.112,24.836,33.447,14.900,1.571,1.171,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.573,14.41,0.000E+0,0,0.0,0.0,50.00,174.73,68.66,15.18
231,3:09:21 PM,8.55,4.118,24.857,33.481,14.922,1.571,1.210,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.572,14.37,0.000E+0,0,0.0,0.0,50.00,174.22,68.46,15.18
231,3:09:22 PM,8.55,4.118,24.857,33.481,14.922,1.476,1.229,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.571,14.34,0.000E+0,0,0.0,0.0,50.00,174.22,68.46,15.18
231,3:09:23 PM,8.42,4.122,24.866,33.499,14.942,1.666,1.146,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.570,14.30,0.000E+0,0,0.0,0.0,50.00,173.69,68.25,15.18
231,3:09:24 PM,8.42,4.122,24.866,33.499,14.942,1.702,1.158,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.788,1.568,14.26,0.000E+0,0,0.0,0.0,50.00,173.69,68.25,15.18
231,3:09:25 PM,8.36,4.123,24.874,33.510,14.944,1.654,1.229,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.567,14.21,0.000E+0,0,0.0,0.0,50.00,173.31,68.11,15.19
231,3:09:26 PM,8.36,4.123,24.874,33.510,14.944,1.797,1.274,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.787,1.566,14.19,0.000E+0,0,0.0,0.0,50.00,173.31,68.11,15.19
231,3:09:27 PM,8.29,4.122,24.837,33.472,14.976,1.642,1.216,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.791,1.565,14.14,0.000E+0,0,0.0,0.0,50.00,173.03,68.01,15.19
231,3:09:28 PM,8.29,4.122,24.837,33.472,14.976,1.654,1.216,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.793,1.564,14.12,0.000E+0,0,0.0,0.0,50.00,173.03,68.01,15.19
231,3:09:29 PM,8.21,4.129,24.887,33.538,14.979,1.678,1.235,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.563,14.04,0.000E+0,0,0.0,0.0,50.00,172.74,67.91,15.20
231,3:09:30 PM,8.21,4.129,24.887,33.538,14.979,1.737,1.216,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.562,14.03,0.000E+0,0,0.0,0.0,50.00,172.74,67.91,15.20
231,3:09:31 PM,8.21,4.129,24.887,33.538,14.979,1.737,1.286,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.561,13.97,0.000E+0,0,0.0,0.0,50.00,172.50,67.82,15.21
231,3:09:31 PM,8.21,4.129,24.887,33.538,14.979,1.737,1.286,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.561,13.97,0.000E+0,0,0.0,0.0,50.00,172.50,67.82,15.21
231,3:09:33 PM,8.15,4.133,24.892,33.550,14.998,1.714,1.152,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.786,1.559,13.90,0.000E+0,0,0.0,0.0,50.00,172.27,67.73,15.21
231,3:09:33 PM,8.15,4.133,24.892,33.550,14.998,1.714,1.152,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.786,1.559,13.90,0.000E+0,0,0.0,0.0,50.00,172.27,67.73,15.21
231,3:09:34 PM,8.10,4.135,24.897,33.562,15.011,1.773,1.286,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.789,1.558,13.88,0.000E+0,0,0.0,0.0,50.00,172.27,67.73,15.21
231,3:09:35 PM,8.04,4.141,24.922,33.600,15.033,1.880,1.152,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.792,1.557,13.82,0.000E+0,0,0.0,0.0,50.00,172.13,67.69,15.22
231,3:09:36 PM,7.97,4.143,24.942,33.623,15.020,1.916,1.165,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.793,1.556,13.81,0.000E+0,0,0.0,0.0,50.00,172.13,67.69,15.22
231,3:09:37 PM,7.97,4.143,24.942,33.623,15.020,1.809,1.133,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.792,1.556,13.75,0.000E+0,0,0.0,0.0,50.00,172.22,67.73,15.22
231,3:09:38 PM,7.89,4.145,24.948,33.634,15.032,1.761,1.082,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.790,1.555,13.72,0.000E+0,0,0.0,0.0,50.00,172.17,67.72,15.23
231,3:09:39 PM,7.83,4.150,24.985,33.681,15.028,1.785,1.088,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.793,1.554,13.68,0.000E+0,0,0.0,0.0,50.00,172.25,67.77,15.24
231,3:09:40 PM,7.80,4.152,24.968,33.670,15.067,1.856,1.082,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.796,1.553,13.64,0.000E+0,0,0.0,0.0,50.00,172.56,67.91,15.25
231,3:09:41 PM,7.77,4.152,24.958,33.660,15.074,1.785,1.126,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.800,1.553,13.61,0.000E+0,0,0.0,0.0,50.00,172.80,68.01,15.26
231,3:09:42 PM,7.73,4.151,24.944,33.643,15.080,1.809,1.030,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.802,1.553,13.57,0.000E+0,0,0.0,0.0,50.00,173.18,68.17,15.27
231,3:09:43 PM,7.73,4.151,24.944,33.643,15.080,1.809,0.954,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.802,1.553,13.53,0.000E+0,0,0.0,0.0,50.00,173.18,68.17,15.27
231,3:09:44 PM,7.68,4.157,24.920,33.634,15.158,1.975,0.979,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.803,1.553,13.39,0.000E+0,0,0.0,0.0,50.00,173.58,68.34,15.27
231,3:09:45 PM,7.67,4.156,24.846,33.560,15.235,2.011,0.960,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.807,1.553,13.39,0.000E+0,0,0.0,0.0,50.00,173.95,68.49,15.28
231,3:09:46 PM,7.61,4.158,24.851,33.570,15.245,2.023,0.896,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.810,1.553,13.39,0.000E+0,0,0.0,0.0,50.00,174.64,68.78,15.29
231,3:09:47 PM,7.61,4.158,24.851,33.570,15.245,2.023,0.947,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.809,1.554,13.37,0.000E+0,0,0.0,0.0,50.00,174.64,68.78,15.29
231,3:09:48 PM,7.61,4.158,24.851,33.570,15.245,1.964,0.992,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.805,1.554,13.31,0.000E+0,0,0.0,0.0,50.00,175.08,68.96,15.30
231,3:09:49 PM,7.54,4.167,24.919,33.657,15.238,1.928,0.966,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.808,1.554,13.24,0.000E+0,0,0.0,0.0,50.00,175.91,69.32,15.32
231,3:09:50 PM,7.47,4.169,24.880,33.623,15.297,2.094,0.941,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.810,1.555,13.24,0.000E+0,0,0.0,0.0,50.00,175.91,69.32,15.32
231,3:09:51 PM,7.38,4.167,24.815,33.555,15.351,2.309,0.877,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.816,1.555,13.24,0.000E+0,0,0.0,0.0,50.00,176.96,69.77,15.35
231,3:09:52 PM,7.29,4.173,24.848,33.602,15.361,2.285,0.768,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.811,1.556,13.20,0.000E+0,0,0.0,0.0,50.00,176.96,69.77,15.35
231,3:09:53 PM,7.23,4.174,24.850,33.606,15.367,2.404,0.794,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.813,1.557,13.17,0.000E+0,0,0.0,0.0,50.00,178.38,70.38,15.38
231,3:09:54 PM,7.23,4.174,24.850,33.606,15.367,2.202,0.723,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.814,1.557,13.13,0.000E+0,0,0.0,0.0,50.00,178.38,70.38,15.38
231,3:09:55 PM,7.22,4.175,24.837,33.595,15.390,2.309,0.717,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.815,1.558,13.09,0.000E+0,0,0.0,0.0,50.00,179.87,71.01,15.41
231,3:09:56 PM,7.23,4.177,24.797,33.562,15.450,2.297,0.736,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.815,1.559,13.04,0.000E+0,0,0.0,0.0,50.00,180.57,71.30,15.42
231,3:09:58 PM,7.25,4.184,24.807,33.586,15.493,2.332,0.717,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.817,1.560,13.02,0.000E+0,0,0.0,0.0,50.00,181.05,71.50,15.43
231,3:09:59 PM,7.24,4.184,24.787,33.569,15.521,2.332,0.717,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.817,1.560,12.97,0.000E+0,0,0.0,0.0,50.00,181.05,71.50,15.43
231,3:10:00 PM,7.16,4.188,24.810,33.600,15.526,2.558,0.646,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.816,1.561,12.95,0.000E+0,0,0.0,0.0,50.00,181.98,71.90,15.45
231,3:10:00 PM,7.16,4.188,24.810,33.600,15.526,2.416,0.685,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.819,1.562,12.89,0.000E+0,0,0.0,0.0,50.00,181.98,71.90,15.45
231,3:10:01 PM,7.04,4.189,24.793,33.587,15.552,2.404,0.678,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.563,12.80,0.000E+0,0,0.0,0.0,50.00,182.47,72.12,15.47
231,3:10:03 PM,6.85,4.192,24.698,33.502,15.682,2.737,0.666,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.564,12.75,0.000E+0,0,0.0,0.0,50.00,185.44,73.36,15.52
231,3:10:03 PM,6.85,4.192,24.698,33.502,15.682,2.737,0.666,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.565,12.75,0.000E+0,0,0.0,0.0,50.00,185.44,73.36,15.52
231,3:10:05 PM,6.83,4.190,24.639,33.440,15.736,2.796,0.627,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.566,12.65,0.000E+0,0,0.0,0.0,50.00,186.90,74.00,15.56
231,3:10:06 PM,6.83,4.190,24.639,33.440,15.736,2.713,0.602,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.567,12.65,0.000E+0,0,0.0,0.0,50.00,186.90,74.00,15.56
231,3:10:07 PM,6.84,4.192,24.636,33.442,15.753,2.999,0.602,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.818,1.568,12.65,0.000E+0,0,0.0,0.0,50.00,187.93,74.42,15.57
231,3:10:08 PM,6.84,4.192,24.636,33.442,15.753,2.701,0.595,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.569,12.62,0.000E+0,0,0.0,0.0,50.00,187.93,74.42,15.57
231,3:10:09 PM,6.76,4.194,24.654,33.464,15.750,2.547,0.563,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.818,1.570,12.58,0.000E+0,0,0.0,0.0,50.00,188.89,74.83,15.59
231,3:10:10 PM,6.76,4.194,24.654,33.464,15.750,2.761,0.525,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.818,1.571,12.54,0.000E+0,0,0.0,0.0,50.00,188.89,74.83,15.59
231,3:10:11 PM,6.62,4.200,24.679,33.503,15.769,3.035,0.506,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.571,12.51,0.000E+0,0,0.0,0.0,50.00,190.09,75.34,15.61
231,3:10:12 PM,6.62,4.200,24.679,33.503,15.769,2.666,0.499,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.572,12.47,0.000E+0,0,0.0,0.0,50.00,190.09,75.34,15.61
231,3:10:13 PM,6.62,4.200,24.679,33.503,15.769,2.844,0.474,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.573,12.44,0.000E+0,0,0.0,0.0,50.00,191.02,75.74,15.63
231,3:10:14 PM,6.55,4.197,24.658,33.476,15.766,2.880,0.518,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.574,12.40,0.000E+0,0,0.0,0.0,50.00,191.46,75.92,15.64
231,3:10:15 PM,6.50,4.197,24.629,33.449,15.801,2.975,0.544,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.575,12.36,0.000E+0,0,0.0,0.0,50.00,191.81,76.08,15.65
231,3:10:15 PM,6.50,4.197,24.629,33.449,15.801,2.975,0.544,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.575,12.36,0.000E+0,0,0.0,0.0,50.00,191.81,76.08,15.65
231,3:10:16 PM,6.46,4.198,24.597,33.420,15.844,3.046,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.819,1.576,12.33,0.000E+0,0,0.0,0.0,50.00,192.18,76.23,15.65
231,3:10:17 PM,6.44,4.201,24.626,33.455,15.836,2.951,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.577,12.29,0.000E+0,0,0.0,0.0,50.00,192.59,76.40,15.66
231,3:10:18 PM,6.42,4.202,24.609,33.440,15.858,2.892,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.826,1.578,12.25,0.000E+0,0,0.0,0.0,50.00,192.82,76.51,15.67
231,3:10:19 PM,6.42,4.202,24.609,33.440,15.858,3.320,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.824,1.579,12.22,0.000E+0,0,0.0,0.0,50.00,192.82,76.51,15.67
231,3:10:20 PM,6.31,4.207,24.602,33.446,15.909,3.106,0.467,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.580,12.18,0.000E+0,0,0.0,0.0,50.00,193.50,76.81,15.69
231,3:10:21 PM,6.31,4.207,24.602,33.446,15.909,2.927,0.461,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.581,12.14,0.000E+0,0,0.0,0.0,50.00,193.50,76.81,15.69
231,3:10:22 PM,6.14,4.214,24.635,33.494,15.922,2.939,0.454,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.582,12.11,0.000E+0,0,0.0,0.0,50.00,194.81,77.37,15.72
231,3:10:23 PM,6.14,4.214,24.635,33.494,15.922,2.987,0.493,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.824,1.583,12.07,0.000E+0,0,0.0,0.0,50.00,194.81,77.37,15.72
231,3:10:24 PM,6.10,4.219,24.660,33.530,15.932,3.189,0.467,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.811,1.585,12.01,0.000E+0,0,0.0,0.0,50.00,195.69,77.77,15.75
231,3:10:25 PM,6.10,4.219,24.660,33.530,15.932,3.189,0.467,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.811,1.585,11.89,0.000E+0,0,0.0,0.0,50.00,195.69,77.77,15.75
231,3:10:26 PM,6.07,4.225,24.696,33.579,15.938,3.475,0.512,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.585,11.89,0.000E+0,0,0.0,0.0,50.00,196.67,78.18,15.76
231,3:10:27 PM,6.07,4.225,24.696,33.579,15.938,3.046,0.448,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.817,1.586,11.81,0.000E+0,0,0.0,0.0,50.00,196.67,78.18,15.76
231,3:10:28 PM,6.02,4.229,24.676,33.569,15.995,3.082,0.499,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.587,11.81,0.000E+0,0,0.0,0.0,50.00,197.43,78.51,15.78
231,3:10:29 PM,6.02,4.229,24.676,33.569,15.995,3.023,0.512,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.588,11.80,0.000E+0,0,0.0,0.0,50.00,197.43,78.51,15.78
231,3:10:30 PM,5.98,4.224,24.622,33.506,16.018,3.035,0.480,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.589,11.72,0.000E+0,0,0.0,0.0,50.00,198.20,78.84,15.80
231,3:10:31 PM,5.98,4.224,24.622,33.506,16.018,3.035,0.480,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.590,11.67,0.000E+0,0,0.0,0.0,50.00,198.20,78.84,15.80
231,3:10:32 PM,5.84,4.225,24.623,33.508,16.017,2.856,0.474,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.825,1.591,11.67,0.000E+0,0,0.0,0.0,50.00,198.80,79.12,15.82
231,3:10:33 PM,5.84,4.225,24.623,33.508,16.017,3.035,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.592,11.65,0.000E+0,0,0.0,0.0,50.00,198.80,79.12,15.82
231,3:10:34 PM,5.67,4.228,24.640,33.533,16.025,2.844,0.493,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.593,11.58,0.000E+0,0,0.0,0.0,50.00,199.86,79.58,15.85
231,3:10:35 PM,5.67,4.228,24.640,33.533,16.025,3.035,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.818,1.593,11.56,0.000E+0,0,0.0,0.0,50.00,199.86,79.58,15.85
231,3:10:36 PM,5.57,4.231,24.638,33.539,16.050,3.035,0.653,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.594,11.48,0.000E+0,0,0.0,0.0,50.00,201.04,80.11,15.88
231,3:10:37 PM,5.57,4.231,24.638,33.539,16.050,3.094,0.499,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.595,11.48,0.000E+0,0,0.0,0.0,50.00,201.04,80.11,15.88
231,3:10:38 PM,5.53,4.231,24.550,33.453,16.148,2.987,0.538,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.813,1.596,11.48,0.000E+0,0,0.0,0.0,50.00,202.01,80.55,15.92
231,3:10:39 PM,5.53,4.231,24.550,33.453,16.148,2.868,0.525,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.596,11.45,0.000E+0,0,0.0,0.0,50.00,202.01,80.55,15.92
231,3:10:40 PM,5.58,4.233,24.520,33.429,16.200,3.046,0.499,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.597,11.41,0.000E+0,0,0.0,0.0,50.00,203.13,81.02,15.93
231,3:10:41 PM,5.58,4.233,24.520,33.429,16.200,2.987,0.480,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.825,1.598,11.37,0.000E+0,0,0.0,0.0,50.00,203.13,81.02,15.93
231,3:10:43 PM,5.55,4.234,24.520,33.432,16.205,3.118,0.480,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.820,1.599,11.34,0.000E+0,0,0.0,0.0,50.00,203.62,81.25,15.95
231,3:10:44 PM,5.55,4.234,24.520,33.432,16.205,3.165,0.525,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.822,1.600,11.30,0.000E+0,0,0.0,0.0,50.00,203.62,81.25,15.95
231,3:10:45 PM,5.28,4.237,24.544,33.462,16.200,2.892,0.493,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.823,1.601,11.26,0.000E+0,0,0.0,0.0,50.00,204.41,81.60,15.98
231,3:10:46 PM,5.28,4.237,24.544,33.462,16.200,2.737,0.512,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.602,11.23,0.000E+0,0,0.0,0.0,50.00,204.41,81.60,15.98
231,3:10:47 PM,5.11,4.236,24.515,33.433,16.226,2.892,0.486,0.000E+0,0,0.00,0.000E+0,0,-9.98,0.821,1.602,11.19,0.000E+0,0,0.0,0.0,50.00,206.26,82.41,16.02
